Accum_y-0,T-1,Accum_y-1,Accum_y-2,Accum_y-3,Accum_y-4,Accum_y-5,Accum_y-6,Accum_y-7
711,905,622,1084,82,1091,689,471,571
749,893,801,962,88,1134,689,493,571
749,892,854,992,124,1273,689,493,571
754,881,854,995,124,1657,689,493,547
747,888,854,987,122,1456,689,532,557
747,888,854,984,122,1398,689,506,598
747,888,869,936,134,1334,636,467,605
786,888,704,834,188,1285,533,441,600
786,888,690,659,222,1286,525,417,555
786,888,904,625,501,1252,506,322,593
786,888,904,565,482,1297,506,322,577
776,898,904,840,465,1045,506,322,594
743,892,864,881,465,1055,454,322,594
704,896,879,810,461,1007,406,322,596
663,933,879,899,475,1007,382,322,622
832,888,874,907,531,1007,499,322,466
855,694,828,906,612,1019,497,322,469
810,655,877,903,617,1032,567,322,467
935,750,880,901,713,1135,654,322,373
935,750,880,901,831,1249,682,322,359
935,750,888,952,832,1249,682,322,356
935,366,869,1009,834,1249,863,315,356
830,471,865,1035,1012,1249,900,494,334
811,490,864,1035,1021,1139,995,623,334
793,508,839,1028,1044,1160,927,623,363
790,511,812,963,1062,1093,1010,608,371
793,498,809,974,1132,1093,982,448,424
735,508,922,1304,1113,1093,982,448,427
538,705,922,1268,1113,1092,983,448,464
516,727,941,1267,1363,1044,1022,444,542
533,727,943,1267,1469,1087,1097,442,544
533,711,871,1267,1553,1087,1112,369,663
495,749,692,1267,1539,1043,1124,347,956
495,749,639,1223,1666,904,1221,356,967
490,754,639,1179,1748,470,1249,506,1206
490,747,639,1179,1748,469,1278,473,1196
490,747,639,1179,1748,469,1278,473,1155
591,747,627,1179,1736,469,1278,473,1138
552,786,685,1087,1682,469,1278,473,1075
626,786,687,1196,1670,468,1271,473,1055
816,786,473,1202,1391,468,1252,473,1043
819,786,683,1207,1391,409,1252,473,1043
819,776,741,912,1391,409,1252,482,1024
800,743,758,871,1390,354,1229,629,1024
800,704,713,847,1390,326,1229,629,1022
800,663,713,751,1376,327,1229,629,989
631,832,713,771,1320,658,1233,658,1126
608,855,707,772,1239,759,1239,658,1123
608,810,1057,767,1234,776,1167,658,1123
389,935,1283,767,1138,673,1081,658,1123
482,935,1283,767,1020,560,1053,658,1123
482,935,1275,716,1022,610,1056,658,1123
482,935,1274,659,1020,652,875,658,1123
482,830,1268,710,867,652,836,479,1123
482,811,1268,729,878,652,641,350,1123
482,793,1227,679,860,631,641,350,1094
576,790,1209,668,842,631,539,350,1086
573,793,1209,590,772,631,518,350,1033
573,735,1096,256,771,631,537,382,1144
573,538,1100,255,771,629,654,388,1112
573,516,1081,312,527,628,620,388,1029
556,533,1079,312,434,575,562,388,1060
556,533,1079,312,358,575,539,388,1025
556,495,1079,479,358,586,549,390,742
556,495,1079,489,184,596,453,400,731
556,490,1079,530,118,613,427,250,492
556,490,1155,530,174,652,456,244,492
556,490,1253,530,193,825,456,285,492
455,591,1302,544,381,842,456,369,492
455,552,1264,549,630,842,456,399,493
381,626,1190,440,609,842,456,399,474
396,816,1257,434,613,842,509,410,502
432,819,1091,429,677,842,512,481,515
458,819,1033,420,682,842,518,627,515
476,800,1065,420,682,842,537,517,515
476,800,1065,425,683,843,551,517,515
568,800,1065,476,683,842,551,518,514
694,631,1065,447,683,511,420,491,319
740,608,1052,446,683,398,414,491,337
740,608,649,446,683,368,425,491,340
739,389,420,446,683,368,456,491,340
646,482,428,446,683,367,478,491,370
648,482,491,446,680,317,552,491,496
650,482,491,456,680,275,624,491,550
650,482,491,379,655,280,645,491,581
650,482,491,360,715,323,618,491,581
650,482,491,360,747,383,757,491,596
556,576,510,374,752,424,746,491,703
556,573,510,375,784,477,743,491,950
558,573,511,375,934,481,724,459,871
600,573,515,375,995,481,643,453,905
605,573,515,318,990,483,638,453,1257
605,556,515,318,977,476,598,453,1400
605,556,679,318,969,476,715,453,1421
605,556,682,151,976,465,713,473,1411
605,556,702,380,977,455,753,471,1412
605,556,760,352,961,438,753,517,1413
605,556,734,352,928,493,695,703,1416
639,556,689,352,927,338,713,671,1465
684,455,637,338,739,402,766,647,1651
761,455,611,333,490,471,839,640,1702
942,381,609,333,489,522,848,640,1720
771,396,542,333,485,547,795,629,1666
740,432,505,406,421,547,834,558,1716
806,458,506,409,416,552,828,403,1739
788,476,457,509,423,552,810,366,1857
845,476,569,615,422,561,842,366,1886
797,568,618,592,422,561,852,365,2073
671,694,668,624,485,563,852,363,2089
628,740,674,624,485,573,854,381,2072
629,740,674,680,565,573,843,381,2111
639,739,674,690,580,573,811,418,2138
642,646,670,690,580,647,789,418,2154
802,648,634,690,628,665,715,496,2127
955,650,634,680,636,680,651,555,2080
955,650,640,680,695,675,742,561,2049
955,650,642,826,697,632,733,563,2049
955,650,648,832,758,572,594,563,2034
955,556,657,856,782,539,607,563,1984
959,556,720,855,776,486,619,565,1742
1143,558,729,873,885,482,629,592,1731
1155,600,737,873,851,520,592,592,1697
1187,605,737,893,927,518,592,624,1406
1189,605,737,937,929,542,616,673,1228
1349,605,573,946,929,569,499,717,1123
1453,605,570,946,947,593,481,695,1132
1547,605,550,716,946,593,440,680,1141
1547,605,527,707,947,593,438,678,1144
1558,605,553,826,924,499,457,501,1209
1538,639,508,1158,906,607,452,492,1188
1549,684,561,1221,993,619,399,432,1005
1473,761,654,1252,1105,666,326,409,953
1367,942,778,1270,1122,671,317,409,935
1388,771,848,1373,1128,668,317,409,935
1416,740,842,1403,1196,668,275,409,872
1408,806,841,1452,1279,699,275,409,849
1425,788,854,1500,1278,699,274,409,731
1467,845,743,1412,1278,689,228,409,702
1437,797,694,1394,1320,689,218,415,515
1438,671,644,1362,1292,687,218,433,504
1438,628,636,1362,1293,677,216,549,504
1437,629,641,1306,1213,677,216,648,469
1427,639,641,1296,1198,689,216,612,479
1424,642,637,1296,1242,680,272,612,437
1262,802,637,1296,1194,667,356,534,338
1107,955,643,1296,1186,660,440,475,331
1112,955,642,1296,1127,680,344,477,331
1119,955,661,1150,1045,680,344,574,387
1143,955,657,1144,947,680,344,587,412
1316,955,630,1106,918,672,346,587,511
1323,959,567,1106,892,672,365,608,509
1214,1143,557,1088,633,672,402,581,524
1217,1155,541,1088,606,634,419,585,530
1180,1187,541,1090,529,642,419,553,572
1209,1189,541,1047,527,645,395,588,619
1049,1349,541,1040,527,629,411,567,624
1079,1453,541,1108,502,606,411,567,758
1040,1547,541,1111,627,640,411,565,841
1127,1547,520,1108,705,704,433,521,875
1119,1558,444,989,803,721,441,521,1048
1106,1538,436,657,832,595,428,522,1354
1050,1549,383,610,757,502,433,522,1398
1049,1473,290,580,714,386,433,522,1532
974,1367,169,667,707,336,485,538,1532
919,1388,99,588,777,314,485,576,1532
886,1416,98,546,709,314,486,577,1532
802,1408,98,497,704,278,517,660,1532
798,1425,85,389,706,278,517,683,1532
706,1467,84,367,735,278,532,703,1532
692,1437,84,411,731,319,538,901,1532
691,1438,84,430,698,319,578,1050,1527
709,1438,84,430,704,319,578,1017,1528
709,1437,88,434,712,319,578,985,1521
709,1427,88,448,712,307,578,1026,1493
774,1424,88,534,668,247,522,1079,1489
845,1262,81,654,746,374,515,1118,1489
845,1107,263,683,904,374,513,1127,1489
840,1112,365,690,959,354,506,1179,1517
833,1119,356,694,1014,380,650,1086,1506
815,1143,354,748,1015,387,650,1073,1500
645,1316,381,803,1015,387,635,1073,1372
634,1323,750,803,1015,387,608,1050,1371
602,1214,750,815,1015,387,562,1072,1332
549,1217,750,815,1015,391,545,1080,1318
549,1180,750,793,1015,384,545,1102,1241
519,1209,750,792,1036,357,545,1026,1213
535,1049,750,790,1036,346,530,1016,1279
468,1079,750,722,1039,345,528,1017,1151
417,1040,750,746,914,311,530,1017,1058
351,1127,736,780,836,247,525,1049,1020
357,1119,736,991,738,230,500,1091,782
441,1106,764,994,709,230,516,1091,550
604,1050,771,978,697,230,513,1091,564
607,1049,778,1049,628,230,513,1091,437
644,974,775,1086,622,224,461,1075,438
644,919,775,1304,591,224,461,1042,438
641,886,786,1243,601,225,460,1082,443
641,802,786,1240,707,246,429,1059,445
628,798,888,1200,706,258,429,1036,445
621,706,1042,1199,704,270,479,1021,445
622,692,1063,1145,801,229,518,817,445
622,691,1083,1126,914,239,593,650,445
601,709,1086,1126,930,239,726,549,443
620,709,1077,1122,1066,240,745,482,443
627,709,1080,1108,1066,431,746,440,434
562,774,1148,1022,1066,444,746,387,434
517,845,1139,902,988,339,666,348,434
556,845,951,873,830,427,605,339,434
556,840,848,866,775,433,609,279,406
556,833,837,884,720,417,526,273,361
570,815,837,830,732,446,558,273,342
574,645,835,775,732,446,558,293,314
708,634,485,775,777,446,555,293,312
708,602,485,763,880,446,555,273,312
749,549,485,776,999,442,555,292,312
778,549,485,835,1016,441,568,271,286
804,519,489,835,1042,464,568,271,267
982,535,489,914,1206,486,567,314,198
935,468,508,1079,1294,515,567,313,324
931,417,510,1071,1328,522,565,313,366
910,351,510,1087,1412,674,548,281,367
901,357,632,920,1412,674,553,230,364
816,441,672,917,1429,675,543,235,262
692,604,720,917,1499,687,544,241,329
689,607,713,846,1523,691,550,266,322
652,644,765,704,1519,762,554,266,321
652,644,780,463,1509,822,560,263,321
652,641,837,513,1499,832,560,228,316
652,641,838,715,1315,817,573,168,317
652,628,743,786,1308,805,594,255,317
652,621,592,812,1281,793,529,251,317
651,622,571,863,1146,793,484,251,317
651,622,551,892,1031,783,369,251,317
651,601,548,1008,1008,783,236,251,317
632,620,548,1018,870,782,217,251,317
625,627,545,1018,920,591,216,251,317
628,562,477,1022,955,573,216,290,317
782,517,466,1055,992,591,216,362,317
820,556,466,1231,992,516,187,396,317
824,556,462,1254,1207,510,190,443,317
824,556,534,1232,1211,500,129,447,317
804,570,547,1251,1219,634,106,447,317
797,574,571,1251,1224,717,106,427,402
790,708,600,1256,1179,721,162,427,438
807,708,622,1327,1076,768,184,425,438
784,749,648,1358,976,805,189,394,440
816,778,654,1299,972,875,227,393,440
821,804,650,1306,954,958,252,385,471
645,982,650,1233,831,950,252,329,469
628,935,631,1068,740,1056,252,329,422
688,931,629,1040,706,1104,252,415,409
697,910,629,989,621,977,252,417,409
736,901,507,945,621,977,263,453,409
739,816,439,977,604,976,265,517,410
700,692,384,1094,534,964,318,526,282
700,689,388,1112,510,960,340,512,282
725,652,340,1112,510,889,342,529,282
725,652,326,1158,475,829,336,527,282
725,652,258,1108,475,818,336,523,285
725,652,257,917,475,815,323,523,282
731,652,250,852,475,823,302,436,282
735,652,247,888,475,846,302,435,282
735,651,247,930,475,856,302,435,282
735,651,247,927,475,915,342,435,282
735,651,290,811,475,922,383,435,282
735,632,492,801,469,922,383,443,282
735,625,578,803,419,922,406,472,282
732,628,578,857,384,922,470,515,282
552,782,578,825,347,877,476,446,282
475,820,578,696,347,906,476,412,283
471,824,578,673,132,906,460,514,284
471,824,505,685,128,906,463,510,284
471,804,492,674,107,736,455,510,284
500,797,448,674,102,653,564,510,202
373,790,471,669,102,682,568,510,287
311,807,451,598,102,635,545,542,299
289,784,479,716,83,598,551,563,326
228,816,473,724,136,528,500,569,370
198,821,473,730,107,520,475,569,518
190,645,473,747,66,517,475,571,525
275,628,473,747,66,382,475,571,432
276,688,473,747,66,327,545,523,403
267,697,473,747,90,302,568,538,402
228,736,475,747,92,317,559,503,402
486,739,475,715,92,317,565,502,401
507,700,475,598,198,317,607,694,401
507,700,476,579,279,427,590,892,405
533,725,540,579,370,432,584,877,413
533,725,683,532,370,432,584,877,413
632,725,721,532,398,432,584,984,410
632,725,776,521,413,557,584,984,452
626,731,776,515,433,571,677,992,464
627,735,935,453,444,548,766,992,500
627,735,983,360,479,538,766,992,500
627,735,983,392,638,876,726,992,506
693,735,945,418,724,869,685,992,574
693,735,743,423,724,908,685,984,821
693,735,662,437,762,959,662,955,1091
693,732,662,379,902,1144,723,873,1091
693,552,703,378,903,1191,721,870,1121
693,475,703,331,903,1160,722,870,1158
693,471,703,331,903,1173,737,721,1157
693,471,703,326,903,1197,734,721,1247
765,471,703,321,951,1247,733,721,1247
866,500,709,330,1112,1385,624,721,1244
871,373,639,367,1159,1384,563,721,1123
893,311,648,386,1177,1384,563,689,1111
972,289,594,291,1183,1487,796,668,1179
1100,228,594,354,1123,1512,796,675,1135
1106,198,594,341,1195,1428,796,675,956
1096,190,594,318,1443,1468,796,673,949
1008,275,594,330,1443,1468,796,707,984
947,276,594,345,1443,1468,772,669,1005
947,267,594,345,1419,1470,749,710,1022
947,228,592,567,1417,1456,740,709,1046
940,486,650,653,1417,1456,758,640,1046
919,507,685,658,1311,1456,660,433,1046
1062,507,684,658,1261,1346,649,224,1131
1073,533,661,658,1204,1341,649,222,1123
1164,533,711,658,1278,1341,649,295,1161
1100,632,757,658,1250,1341,649,208,1161
1129,632,702,746,1235,1213,649,299,1120
1129,626,702,746,1220,1191,556,291,1108
1151,627,543,824,1237,1288,468,291,1240
1151,627,879,841,1290,1338,468,291,1240
1151,627,879,836,1175,941,468,291,1234
1151,693,874,810,1213,941,468,291,1230
1151,693,874,805,1267,1017,468,305,983
1158,693,869,846,1230,1114,468,326,713
1160,693,882,848,1122,929,343,326,713
1160,693,889,848,1173,898,339,327,683
1160,693,889,876,1266,879,338,423,645
1160,693,889,876,1383,866,323,423,645
1160,693,889,869,1425,842,323,444,555
1088,765,905,1109,1448,933,325,444,555
958,866,893,1100,1409,803,326,444,555
953,871,892,1063,1376,782,326,444,555
931,893,881,1044,1399,782,376,444,555
852,972,888,977,1401,681,334,444,458
724,1100,888,906,1398,656,392,431,484
716,1106,888,906,1374,642,456,484,523
716,1096,888,1077,1320,591,505,587,549
716,1008,888,1153,1495,591,505,568,537
716,947,888,1138,1529,591,493,606,611
716,947,888,1138,1589,608,507,548,594
716,947,898,916,1618,624,759,548,570
462,940,892,870,1618,625,772,623,570
462,919,896,895,1713,629,848,671,570
319,1062,933,895,1689,629,848,695,481
340,1073,888,900,1656,629,848,705,481
378,1164,694,967,1583,629,848,634,443
344,1100,655,971,1591,629,848,614,443
315,1129,750,883,1593,629,848,523,442
319,1129,750,883,1588,629,848,523,442
299,1151,750,805,1560,532,847,523,274
304,1151,366,808,1472,482,847,523,281
304,1151,471,765,1428,482,847,525,281
238,1151,490,766,1304,482,957,661,217
238,1151,508,832,1307,367,957,715,217
231,1158,511,820,1382,219,1024,724,232
267,1160,498,821,1417,219,1024,776,392
272,1160,508,821,1369,223,1024,775,392
276,1160,705,793,1313,223,1027,679,392
276,1160,727,793,1197,223,1076,679,396
276,1160,727,793,1155,223,1093,681,398
317,1088,711,622,1084,82,1091,689,471
317,958,749,801,962,88,1134,689,493
447,953,749,854,992,124,1273,689,493
468,931,754,854,995,124,1657,689,493
468,852,747,854,987,122,1456,689,532
471,724,747,854,984,122,1398,689,506
471,716,747,869,936,134,1334,636,467
494,716,786,704,834,188,1285,533,441
494,716,786,690,659,222,1286,525,417
536,716,786,904,625,501,1252,506,322
597,716,786,904,565,482,1297,506,322
597,716,776,904,840,465,1045,506,322
597,462,743,864,881,465,1055,454,322
605,462,704,879,810,461,1007,406,322
605,319,663,879,899,475,1007,382,322
522,340,832,874,907,531,1007,499,322
433,378,855,828,906,612,1019,497,322
777,344,810,877,903,617,1032,567,322
777,315,935,880,901,713,1135,654,322
885,319,935,880,901,831,1249,682,322
1024,299,935,888,952,832,1249,682,322
1110,304,935,869,1009,834,1249,863,315
1225,304,830,865,1035,1012,1249,900,494
1237,238,811,864,1035,1021,1139,995,623
1237,238,793,839,1028,1044,1160,927,623
1237,231,790,812,963,1062,1093,1010,608
1199,267,793,809,974,1132,1093,982,448
1196,272,735,922,1304,1113,1093,982,448
1302,276,538,922,1268,1113,1092,983,448
1326,276,516,941,1267,1363,1044,1022,444
1326,276,533,943,1267,1469,1087,1097,442
1474,317,533,871,1267,1553,1087,1112,369
1829,317,495,692,1267,1539,1043,1124,347
1722,447,495,639,1223,1666,904,1221,356
1777,468,490,639,1179,1748,470,1249,506
1787,468,490,639,1179,1748,469,1278,473
1784,471,490,639,1179,1748,469,1278,473
1784,471,591,627,1179,1736,469,1278,473
1761,494,552,685,1087,1682,469,1278,473
1761,494,626,687,1196,1670,468,1271,473
1719,536,816,473,1202,1391,468,1252,473
1658,597,819,683,1207,1391,409,1252,473
1696,597,819,741,912,1391,409,1252,482
1877,597,800,758,871,1390,354,1229,629
1921,605,800,713,847,1390,326,1229,629
1922,605,800,713,751,1376,327,1229,629
1922,522,631,713,771,1320,658,1233,658
1882,433,608,707,772,1239,759,1239,658
1565,777,608,1057,767,1234,776,1167,658
1565,777,389,1283,767,1138,673,1081,658
1453,885,482,1283,767,1020,560,1053,658
1379,1024,482,1275,716,1022,610,1056,658
1376,1110,482,1274,659,1020,652,875,658
1261,1225,482,1268,710,867,652,836,479
1249,1237,482,1268,729,878,652,641,350
1249,1237,482,1227,679,860,631,641,350
1249,1237,576,1209,668,842,631,539,350
1249,1199,573,1209,590,772,631,518,350
1247,1196,573,1096,256,771,631,537,382
1206,1302,573,1100,255,771,629,654,388
1386,1326,573,1081,312,527,628,620,388
1387,1326,556,1079,312,434,575,562,388
1212,1474,556,1079,312,358,575,539,388
858,1829,556,1079,479,358,586,549,390
839,1722,556,1079,489,184,596,453,400
763,1777,556,1079,530,118,613,427,250
812,1787,556,1155,530,174,652,456,244
825,1784,556,1253,530,193,825,456,285
959,1784,455,1302,544,381,842,456,369
959,1761,455,1264,549,630,842,456,399
959,1761,381,1190,440,609,842,456,399
988,1719,396,1257,434,613,842,509,410
989,1658,432,1091,429,677,842,512,481
951,1696,458,1033,420,682,842,518,627
770,1877,476,1065,420,682,842,537,517
718,1921,476,1065,425,683,843,551,517
717,1922,568,1065,476,683,842,551,518
717,1922,694,1065,447,683,511,420,491
717,1882,740,1052,446,683,398,414,491
689,1565,740,649,446,683,368,425,491
689,1565,739,420,446,683,368,456,491
720,1453,646,428,446,683,367,478,491
722,1379,648,491,446,680,317,552,491
634,1376,650,491,456,680,275,624,491
634,1261,650,491,379,655,280,645,491
727,1249,650,491,360,715,323,618,491
762,1249,650,491,360,747,383,757,491
762,1249,556,510,374,752,424,746,491
762,1249,556,510,375,784,477,743,491
799,1247,558,511,375,934,481,724,459
730,1206,600,515,375,995,481,643,453
526,1386,605,515,318,990,483,638,453
525,1387,605,515,318,977,476,598,453
512,1212,605,679,318,969,476,715,453
511,858,605,682,151,976,465,713,473
507,839,605,702,380,977,455,753,471
523,763,605,760,352,961,438,753,517
531,812,605,734,352,928,493,695,703
518,825,639,689,352,927,338,713,671
385,959,684,637,338,739,402,766,647
406,959,761,611,333,490,471,839,640
423,959,942,609,333,489,522,848,640
394,988,771,542,333,485,547,795,629
519,989,740,505,406,421,547,834,558
627,951,806,506,409,416,552,828,403
708,770,788,457,509,423,552,810,366
804,718,845,569,615,422,561,842,366
858,717,797,618,592,422,561,852,365
1013,717,671,668,624,485,563,852,363
1046,717,628,674,624,485,573,854,381
1134,689,629,674,680,565,573,843,381
1138,689,639,674,690,580,573,811,418
1108,720,642,670,690,580,647,789,418
1034,722,802,634,690,628,665,715,496
1034,634,955,634,680,636,680,651,555
1035,634,955,640,680,695,675,742,561
944,727,955,642,826,697,632,733,563
909,762,955,648,832,758,572,594,563
909,762,955,657,856,782,539,607,563
924,762,959,720,855,776,486,619,565
888,799,1143,729,873,885,482,629,592
888,730,1155,737,873,851,520,592,592
890,526,1187,737,893,927,518,592,624
891,525,1189,737,937,929,542,616,673
893,512,1349,573,946,929,569,499,717
893,511,1453,570,946,947,593,481,695
930,507,1547,550,716,946,593,440,680
915,523,1547,527,707,947,593,438,678
848,531,1558,553,826,924,499,457,501
850,518,1538,508,1158,906,607,452,492
849,385,1549,561,1221,993,619,399,432
832,406,1473,654,1252,1105,666,326,409
820,423,1367,778,1270,1122,671,317,409
821,394,1388,848,1373,1128,668,317,409
722,519,1416,842,1403,1196,668,275,409
754,627,1408,841,1452,1279,699,275,409
702,708,1425,854,1500,1278,699,274,409
612,804,1467,743,1412,1278,689,228,409
559,858,1437,694,1394,1320,689,218,415
410,1013,1438,644,1362,1292,687,218,433
388,1046,1438,636,1362,1293,677,216,549
306,1134,1437,641,1306,1213,677,216,648
302,1138,1427,641,1296,1198,689,216,612
332,1108,1424,637,1296,1242,680,272,612
347,1034,1262,637,1296,1194,667,356,534
377,1034,1107,643,1296,1186,660,440,475
480,1035,1112,642,1296,1127,680,344,477
495,944,1119,661,1150,1045,680,344,574
577,909,1143,657,1144,947,680,344,587
717,909,1316,630,1106,918,672,346,587
809,924,1323,567,1106,892,672,365,608
883,888,1214,557,1088,633,672,402,581
884,888,1217,541,1088,606,634,419,585
882,890,1180,541,1090,529,642,419,553
883,891,1209,541,1047,527,645,395,588
887,893,1049,541,1040,527,629,411,567
889,893,1079,541,1108,502,606,411,567
852,930,1040,541,1111,627,640,411,565
851,915,1127,520,1108,705,704,433,521
901,848,1119,444,989,803,721,441,521
1010,850,1106,436,657,832,595,428,522
1092,849,1050,383,610,757,502,433,522
1091,832,1049,290,580,714,386,433,522
1086,820,974,169,667,707,336,485,538
1314,821,919,99,588,777,314,485,576
1335,722,886,98,546,709,314,486,577
1203,754,802,98,497,704,278,517,660
1293,702,798,85,389,706,278,517,683
1287,612,706,84,367,735,278,532,703
1306,559,692,84,411,731,319,538,901
1325,410,691,84,430,698,319,578,1050
1365,388,709,84,430,704,319,578,1017
1364,306,709,88,434,712,319,578,985
1415,302,709,88,448,712,307,578,1026
1384,332,774,88,534,668,247,522,1079
1369,347,845,81,654,746,374,515,1118
1359,377,845,263,683,904,374,513,1127
1255,480,840,365,690,959,354,506,1179
1248,495,833,356,694,1014,380,650,1086
1166,577,815,354,748,1015,387,650,1073
1026,717,645,381,803,1015,387,635,1073
919,809,634,750,803,1015,387,608,1050
844,883,602,750,815,1015,387,562,1072
868,884,549,750,815,1015,391,545,1080
898,882,549,750,793,1015,384,545,1102
896,883,519,750,792,1036,357,545,1026
900,887,535,750,790,1036,346,530,1016
928,889,468,750,722,1039,345,528,1017
928,852,417,750,746,914,311,530,1017
928,851,351,736,780,836,247,525,1049
878,901,357,736,991,738,230,500,1091
770,1010,441,764,994,709,230,516,1091
708,1092,604,771,978,697,230,513,1091
705,1091,607,778,1049,628,230,513,1091
705,1086,644,775,1086,622,224,461,1075
476,1314,644,775,1304,591,224,461,1042
428,1335,641,786,1243,601,225,460,1082
428,1203,641,786,1240,707,246,429,1059
309,1293,628,888,1200,706,258,429,1036
311,1287,621,1042,1199,704,270,479,1021
309,1306,622,1063,1145,801,229,518,817
347,1325,622,1083,1126,914,239,593,650
316,1365,601,1086,1126,930,239,726,549
321,1364,620,1077,1122,1066,240,745,482
351,1415,627,1080,1108,1066,431,746,440
359,1384,562,1148,1022,1066,444,746,387
359,1369,517,1139,902,988,339,666,348
339,1359,556,951,873,830,427,605,339
339,1255,556,848,866,775,433,609,279
337,1248,556,837,884,720,417,526,273
337,1166,570,837,830,732,446,558,273
337,1026,574,835,775,732,446,558,293
337,919,708,485,775,777,446,555,293
367,844,708,485,763,880,446,555,273
342,868,749,485,776,999,442,555,292
391,898,778,485,835,1016,441,568,271
399,896,804,489,835,1042,464,568,271
388,900,982,489,914,1206,486,567,314
358,928,935,508,1079,1294,515,567,313
358,928,931,510,1071,1328,522,565,313
358,928,910,510,1087,1412,674,548,281
358,878,901,632,920,1412,674,553,230
355,770,816,672,917,1429,675,543,235
378,708,692,720,917,1499,687,544,241
378,705,689,713,846,1523,691,550,266
378,705,652,765,704,1519,762,554,266
378,476,652,780,463,1509,822,560,263
378,428,652,837,513,1499,832,560,228
370,428,652,838,715,1315,817,573,168
370,309,652,743,786,1308,805,594,255
388,311,652,592,812,1281,793,529,251
375,309,651,571,863,1146,793,484,251
312,347,651,551,892,1031,783,369,251
297,316,651,548,1008,1008,783,236,251
296,321,632,548,1018,870,782,217,251
215,351,625,545,1018,920,591,216,251
219,359,628,477,1022,955,573,216,290
219,359,782,466,1055,992,591,216,362
219,339,820,466,1231,992,516,187,396
219,339,824,462,1254,1207,510,190,443
211,337,824,534,1232,1211,500,129,447
211,337,804,547,1251,1219,634,106,447
211,337,797,571,1251,1224,717,106,427
211,337,790,600,1256,1179,721,162,427
181,367,807,622,1327,1076,768,184,425
181,342,784,648,1358,976,805,189,394
102,391,816,654,1299,972,875,227,393
94,399,821,650,1306,954,958,252,385
124,388,645,650,1233,831,950,252,329
154,358,628,631,1068,740,1056,252,329
197,358,688,629,1040,706,1104,252,415
259,358,697,629,989,621,977,252,417
330,358,736,507,945,621,977,263,453
330,355,739,439,977,604,976,265,517
297,378,700,384,1094,534,964,318,526
297,378,700,388,1112,510,960,340,512
297,378,725,340,1112,510,889,342,529
297,378,725,326,1158,475,829,336,527
297,378,725,258,1108,475,818,336,523
297,370,725,257,917,475,815,323,523
317,370,731,250,852,475,823,302,436
297,388,735,247,888,475,846,302,435
292,375,735,247,930,475,856,302,435
